ECG,Heart Rate
0.172424,82
0.166626,82
0.160522,82
0.154419,82
0.148315,82
0.142212,82
0.136108,82
0.130005,82
0.123901,82
0.117798,82
0.111694,82
0.105591,82
0.0991821,82
0.0930786,82
0.0869751,82
0.0811768,82
0.0756836,82
0.0704956,82
0.0656128,82
0.0610352,82
0.0564575,82
0.0518799,82
0.0473022,82
0.0430298,82
0.0390625,82
0.03479,82
0.0308228,82
0.0271606,82
0.0234985,82
0.0204468,82
0.0180054,82
0.015564,82
0.0134277,82
0.0112915,82
0.00915527,82
0.00671387,82
0.00396729,82
0.0012207,82
-0.00152588,82
-0.00427246,82
-0.00640869,82
-0.00793457,82
-0.00915527,82
-0.0100708,82
-0.0109863,82
-0.0119019,82
-0.0131226,82
-0.0143433,82
-0.015564,82
-0.0170898,82
-0.0186157,82
-0.0201416,82
-0.0213623,82
-0.022583,82
-0.0234985,82
-0.0244141,82
-0.0250244,82
-0.0253296,82
-0.0259399,82
-0.0262451,82
-0.0268555,82
-0.0271606,82
-0.027771,82
-0.027771,82
-0.027771,82
-0.027771,82
-0.0271606,82
-0.0268555,82
-0.0265503,82
-0.0262451,82
-0.0259399,82
-0.0259399,82
-0.0256348,82
-0.0250244,82
-0.0244141,82
-0.0241089,82
-0.0234985,82
-0.0234985,82
-0.0234985,82
-0.0234985,82
-0.0238037,82
-0.0241089,82
-0.0244141,82
-0.0250244,82
-0.0253296,82
-0.0256348,82
-0.0259399,82
-0.0259399,82
-0.0262451,82
-0.0262451,82
-0.0259399,82
-0.0259399,82
-0.0256348,82
-0.0256348,82
-0.0250244,82
-0.0244141,82
-0.0238037,82
-0.0231934,82
-0.022583,82
-0.0222778,82
-0.0219727,82
-0.0216675,82
-0.0213623,82
-0.0213623,82
-0.0210571,82
-0.020752,82
-0.0204468,82
-0.0198364,82
-0.0192261,82
-0.0186157,82
-0.0180054,82
-0.0177002,82
-0.0177002,82
-0.017395,82
-0.017395,82
-0.0170898,82
-0.0164795,82
-0.0161743,82
-0.0158691,82
-0.015564,82
-0.0158691,82
-0.0161743,82
-0.0167847,82
-0.017395,82
-0.0183105,82
-0.0189209,82
-0.0195313,82
-0.0198364,82
-0.0201416,82
-0.0204468,82
-0.0210571,82
-0.0210571,82
-0.0210571,82
-0.020752,82
-0.0201416,82
-0.0195313,82
-0.0186157,82
-0.0180054,82
-0.0170898,82
-0.0164795,82
-0.015564,82
-0.0146484,82
-0.0134277,82
-0.012207,82
-0.0109863,82
-0.00976563,82
-0.0088501,82
-0.00762939,82
-0.00640869,82
-0.00549316,82
-0.00427246,82
-0.00366211,82
-0.00305176,82
-0.00274658,82
-0.00274658,82
-0.00244141,82
-0.00213623,82
-0.00152588,82
-0.000610352,82
0,82
0.000915527,82
0.00183105,82
0.00274658,82
0.00366211,82
0.00457764,82
0.00549316,82
0.00640869,82
0.00701904,82
0.00762939,82
0.00793457,82
0.00823975,82
0.00854492,82
0.0088501,82
0.00946045,82
0.010376,82
0.0109863,82
0.0112915,82
0.0112915,82
0.0112915,82
0.0109863,82
0.010376,82
0.0100708,82
0.00976563,82
0.00946045,82
0.00915527,82
0.0088501,82
0.0088501,82
0.00854492,82
0.00823975,82
0.00793457,82
0.00793457,82
0.00793457,82
0.00793457,82
0.00793457,82
0.00793457,82
0.00823975,82
0.00854492,82
0.0088501,82
0.00976563,82
0.0106812,82
0.0115967,82
0.012207,82
0.0125122,82
0.0125122,82
0.0125122,82
0.0125122,82
0.012207,82
0.0125122,82
0.0125122,82
0.0131226,82
0.0134277,82
0.0137329,82
0.0137329,82
0.0137329,82
0.0134277,82
0.0131226,82
0.0128174,82
0.0128174,82
0.0128174,82
0.0131226,82
0.0134277,82
0.0140381,82
0.0143433,82
0.0146484,82
0.0146484,82
0.0146484,82
0.0143433,82
0.0143433,82
0.0140381,82
0.0134277,82
0.0128174,82
0.012207,82
0.0115967,82
0.0106812,82
0.0100708,82
0.00976563,82
0.00946045,82
0.00946045,82
0.00946045,82
0.00946045,82
0.00976563,82
0.010376,82
0.0109863,82
0.0119019,82
0.0128174,82
0.0134277,82
0.0140381,82
0.0143433,82
0.0146484,82
0.0143433,82
0.0140381,82
0.0140381,82
0.0137329,82
0.0134277,82
0.0128174,82
0.012207,82
0.0109863,82
0.00976563,82
0.00823975,82
0.00671387,82
0.00518799,82
0.00366211,82
0.00274658,82
0.00183105,82
0.0012207,82
0.000915527,82
0.000915527,82
0.000915527,82
0.0012207,82
0.00152588,82
0.00244141,82
0.00335693,82
0.00427246,82
0.00549316,82
0.00640869,82
0.00701904,82
0.00762939,82
